id,label,label0,label1
322,unknown,unknown,unknown
266,unknown,unknown,unknown
263,unknown,unknown,unknown
260,unknown,unknown,unknown
245,unknown,unknown,unknown
267,unknown,unknown,unknown
338,unknown,unknown,unknown
293,unknown,unknown,unknown
290,unknown,unknown,unknown
354,unknown,unknown,unknown
317,unknown,unknown,unknown
278,unknown,unknown,unknown
339,unknown,unknown,unknown
286,unknown,unknown,unknown
296,unknown,unknown,unknown
311,unknown,unknown,unknown
332,unknown,unknown,unknown
259,unknown,unknown,unknown
356,unknown,unknown,unknown
344,unknown,unknown,unknown
270,unknown,unknown,unknown
285,unknown,unknown,unknown
294,unknown,unknown,unknown
292,unknown,unknown,unknown
309,unknown,unknown,unknown
272,unknown,unknown,unknown
268,unknown,unknown,unknown
302,unknown,unknown,unknown
323,unknown,unknown,unknown
335,unknown,unknown,unknown
315,unknown,unknown,unknown
284,unknown,unknown,unknown
330,unknown,unknown,unknown
318,unknown,unknown,unknown
306,unknown,unknown,unknown
298,unknown,unknown,unknown
303,unknown,unknown,unknown
280,unknown,unknown,unknown
329,unknown,unknown,unknown
326,unknown,unknown,unknown
340,unknown,unknown,unknown
337,unknown,unknown,unknown
379,unknown,unknown,unknown
304,unknown,unknown,unknown
362,unknown,unknown,unknown
321,unknown,unknown,unknown
325,unknown,unknown,unknown
282,unknown,unknown,unknown
353,unknown,unknown,unknown
366,unknown,unknown,unknown
336,unknown,unknown,unknown
283,unknown,unknown,unknown
365,unknown,unknown,unknown
373,unknown,unknown,unknown
343,unknown,unknown,unknown
363,unknown,unknown,unknown
351,unknown,unknown,unknown
358,unknown,unknown,unknown
360,unknown,unknown,unknown
378,unknown,unknown,unknown
383,unknown,unknown,unknown
367,unknown,unknown,unknown
370,unknown,unknown,unknown
376,unknown,unknown,unknown
305,unknown,unknown,unknown
377,unknown,unknown,unknown
368,unknown,unknown,unknown
375,unknown,unknown,unknown
357,unknown,unknown,unknown
364,unknown,unknown,unknown
381,unknown,unknown,unknown
371,unknown,unknown,unknown
361,unknown,unknown,unknown
279,unknown,unknown,unknown
374,unknown,unknown,unknown
382,unknown,unknown,unknown
348,unknown,unknown,unknown
387,unknown,unknown,unknown
430,unknown,unknown,unknown
347,unknown,unknown,unknown
394,unknown,unknown,unknown
465,unknown,unknown,unknown
386,unknown,unknown,unknown
341,unknown,unknown,unknown
411,unknown,unknown,unknown
388,unknown,unknown,unknown
404,unknown,unknown,unknown
450,unknown,unknown,unknown
384,unknown,unknown,unknown
396,unknown,unknown,unknown
355,unknown,unknown,unknown
385,unknown,unknown,unknown
471,unknown,unknown,unknown
391,unknown,unknown,unknown
398,unknown,unknown,unknown
389,unknown,unknown,unknown
456,unknown,unknown,unknown
406,unknown,unknown,unknown
445,unknown,unknown,unknown
402,unknown,unknown,unknown
435,unknown,unknown,unknown
392,unknown,unknown,unknown
393,unknown,unknown,unknown
400,unknown,unknown,unknown
434,unknown,unknown,unknown
423,unknown,unknown,unknown
395,unknown,unknown,unknown
397,unknown,unknown,unknown
403,unknown,unknown,unknown
408,unknown,unknown,unknown
457,unknown,unknown,unknown
399,unknown,unknown,unknown
452,unknown,unknown,unknown
475,unknown,unknown,unknown
446,unknown,unknown,unknown
444,unknown,unknown,unknown
440,unknown,unknown,unknown
439,unknown,unknown,unknown
418,unknown,unknown,unknown
414,unknown,unknown,unknown
390,unknown,unknown,unknown
413,unknown,unknown,unknown
448,unknown,unknown,unknown
409,unknown,unknown,unknown
405,unknown,unknown,unknown
458,unknown,unknown,unknown
453,unknown,unknown,unknown
441,unknown,unknown,unknown
437,unknown,unknown,unknown
449,unknown,unknown,unknown
466,unknown,unknown,unknown
443,unknown,unknown,unknown
463,unknown,unknown,unknown
478,unknown,unknown,unknown
464,unknown,unknown,unknown
473,unknown,unknown,unknown
468,unknown,unknown,unknown
460,unknown,unknown,unknown
470,unknown,unknown,unknown
479,unknown,unknown,unknown
476,unknown,unknown,unknown
481,unknown,unknown,unknown
474,unknown,unknown,unknown
477,unknown,unknown,unknown
482,unknown,unknown,unknown
491,unknown,unknown,unknown
489,unknown,unknown,unknown
493,unknown,unknown,unknown
494,unknown,unknown,unknown
492,unknown,unknown,unknown
495,unknown,unknown,unknown
487,unknown,unknown,unknown
496,unknown,unknown,unknown
497,unknown,unknown,unknown
498,unknown,unknown,unknown
501,unknown,unknown,unknown
499,unknown,unknown,unknown
502,unknown,unknown,unknown
504,unknown,unknown,unknown
505,unknown,unknown,unknown
506,unknown,unknown,unknown
507,unknown,unknown,unknown
541,unknown,unknown,unknown
568,unknown,unknown,unknown
519,unknown,unknown,unknown
510,unknown,unknown,unknown
546,unknown,unknown,unknown
520,unknown,unknown,unknown
556,unknown,unknown,unknown
583,unknown,unknown,unknown
511,unknown,unknown,unknown
586,unknown,unknown,unknown
525,unknown,unknown,unknown
574,unknown,unknown,unknown
551,unknown,unknown,unknown
530,unknown,unknown,unknown
512,unknown,unknown,unknown
513,unknown,unknown,unknown
557,unknown,unknown,unknown
514,unknown,unknown,unknown
563,unknown,unknown,unknown
542,unknown,unknown,unknown
532,unknown,unknown,unknown
515,unknown,unknown,unknown
533,unknown,unknown,unknown
570,unknown,unknown,unknown
516,unknown,unknown,unknown
552,unknown,unknown,unknown
564,unknown,unknown,unknown
543,unknown,unknown,unknown
547,unknown,unknown,unknown
534,unknown,unknown,unknown
535,unknown,unknown,unknown
517,unknown,unknown,unknown
595,unknown,unknown,unknown
600,unknown,unknown,unknown
549,unknown,unknown,unknown
544,unknown,unknown,unknown
571,unknown,unknown,unknown
565,unknown,unknown,unknown
596,unknown,unknown,unknown
523,unknown,unknown,unknown
518,unknown,unknown,unknown
545,unknown,unknown,unknown
522,unknown,unknown,unknown
537,unknown,unknown,unknown
554,unknown,unknown,unknown
587,unknown,unknown,unknown
524,unknown,unknown,unknown
538,unknown,unknown,unknown
539,unknown,unknown,unknown
592,unknown,unknown,unknown
575,unknown,unknown,unknown
598,unknown,unknown,unknown
588,unknown,unknown,unknown
580,unknown,unknown,unknown
540,unknown,unknown,unknown
590,unknown,unknown,unknown
572,unknown,unknown,unknown
581,unknown,unknown,unknown
602,unknown,unknown,unknown
560,unknown,unknown,unknown
566,unknown,unknown,unknown
610,unknown,unknown,unknown
573,unknown,unknown,unknown
589,unknown,unknown,unknown
567,unknown,unknown,unknown
584,unknown,unknown,unknown
569,unknown,unknown,unknown
576,unknown,unknown,unknown
582,unknown,unknown,unknown
591,unknown,unknown,unknown
585,unknown,unknown,unknown
601,unknown,unknown,unknown
593,unknown,unknown,unknown
599,unknown,unknown,unknown
594,unknown,unknown,unknown
608,unknown,unknown,unknown
603,unknown,unknown,unknown
609,unknown,unknown,unknown
597,unknown,unknown,unknown
613,unknown,unknown,unknown
611,unknown,unknown,unknown
612,unknown,unknown,unknown
620,unknown,unknown,unknown
621,unknown,unknown,unknown
627,unknown,unknown,unknown
629,unknown,unknown,unknown
630,unknown,unknown,unknown
623,unknown,unknown,unknown
631,unknown,unknown,unknown
633,unknown,unknown,unknown
635,unknown,unknown,unknown
676,unknown,unknown,unknown
705,unknown,unknown,unknown
691,unknown,unknown,unknown
678,unknown,unknown,unknown
653,unknown,unknown,unknown
654,unknown,unknown,unknown
637,unknown,unknown,unknown
709,unknown,unknown,unknown
673,unknown,unknown,unknown
680,unknown,unknown,unknown
697,unknown,unknown,unknown
683,unknown,unknown,unknown
703,unknown,unknown,unknown
700,unknown,unknown,unknown
679,unknown,unknown,unknown
693,unknown,unknown,unknown
686,unknown,unknown,unknown
713,unknown,unknown,unknown
706,unknown,unknown,unknown
665,unknown,unknown,unknown
728,unknown,unknown,unknown
707,unknown,unknown,unknown
660,unknown,unknown,unknown
698,unknown,unknown,unknown
702,unknown,unknown,unknown
675,unknown,unknown,unknown
688,unknown,unknown,unknown
730,unknown,unknown,unknown
727,unknown,unknown,unknown
734,unknown,unknown,unknown
690,unknown,unknown,unknown
699,unknown,unknown,unknown
724,unknown,unknown,unknown
701,unknown,unknown,unknown
696,unknown,unknown,unknown
746,unknown,unknown,unknown
715,unknown,unknown,unknown
721,unknown,unknown,unknown
710,unknown,unknown,unknown
718,unknown,unknown,unknown
722,unknown,unknown,unknown
737,unknown,unknown,unknown
717,unknown,unknown,unknown
732,unknown,unknown,unknown
733,unknown,unknown,unknown
743,unknown,unknown,unknown
736,unknown,unknown,unknown
749,unknown,unknown,unknown
739,unknown,unknown,unknown
740,unknown,unknown,unknown
747,unknown,unknown,unknown
741,unknown,unknown,unknown
748,unknown,unknown,unknown
755,unknown,unknown,unknown
744,unknown,unknown,unknown
753,unknown,unknown,unknown
754,unknown,unknown,unknown
756,unknown,unknown,unknown
757,unknown,unknown,unknown
725,unknown,unknown,unknown
760,unknown,unknown,unknown
761,unknown,unknown,unknown
762,unknown,unknown,unknown
783,unknown,unknown,unknown
763,unknown,unknown,unknown
773,unknown,unknown,unknown
764,unknown,unknown,unknown
794,unknown,unknown,unknown
784,unknown,unknown,unknown
845,unknown,unknown,unknown
797,unknown,unknown,unknown
765,unknown,unknown,unknown
776,unknown,unknown,unknown
824,unknown,unknown,unknown
785,unknown,unknown,unknown
856,unknown,unknown,unknown
846,unknown,unknown,unknown
798,unknown,unknown,unknown
786,unknown,unknown,unknown
787,unknown,unknown,unknown
788,unknown,unknown,unknown
801,unknown,unknown,unknown
789,unknown,unknown,unknown
766,unknown,unknown,unknown
779,unknown,unknown,unknown
807,unknown,unknown,unknown
768,unknown,unknown,unknown
875,unknown,unknown,unknown
780,unknown,unknown,unknown
860,unknown,unknown,unknown
834,unknown,unknown,unknown
770,unknown,unknown,unknown
823,unknown,unknown,unknown
782,unknown,unknown,unknown
790,unknown,unknown,unknown
772,unknown,unknown,unknown
832,unknown,unknown,unknown
852,unknown,unknown,unknown
847,unknown,unknown,unknown
836,unknown,unknown,unknown
867,unknown,unknown,unknown
843,unknown,unknown,unknown
827,unknown,unknown,unknown
866,unknown,unknown,unknown
837,unknown,unknown,unknown
857,unknown,unknown,unknown
844,unknown,unknown,unknown
855,unknown,unknown,unknown
848,unknown,unknown,unknown
851,unknown,unknown,unknown
854,unknown,unknown,unknown
870,unknown,unknown,unknown
869,unknown,unknown,unknown
868,unknown,unknown,unknown
864,unknown,unknown,unknown
874,unknown,unknown,unknown
873,unknown,unknown,unknown
877,unknown,unknown,unknown
876,unknown,unknown,unknown
878,unknown,unknown,unknown
879,unknown,unknown,unknown
886,unknown,unknown,unknown
906,unknown,unknown,unknown
893,unknown,unknown,unknown
929,unknown,unknown,unknown
966,unknown,unknown,unknown
962,unknown,unknown,unknown
894,unknown,unknown,unknown
907,unknown,unknown,unknown
908,unknown,unknown,unknown
951,unknown,unknown,unknown
930,unknown,unknown,unknown
922,unknown,unknown,unknown
949,unknown,unknown,unknown
931,unknown,unknown,unknown
923,unknown,unknown,unknown
924,unknown,unknown,unknown
984,unknown,unknown,unknown
940,unknown,unknown,unknown
900,unknown,unknown,unknown
925,unknown,unknown,unknown
899,unknown,unknown,unknown
958,unknown,unknown,unknown
932,unknown,unknown,unknown
974,unknown,unknown,unknown
975,unknown,unknown,unknown
944,unknown,unknown,unknown
914,unknown,unknown,unknown
937,unknown,unknown,unknown
904,unknown,unknown,unknown
998,unknown,unknown,unknown
963,unknown,unknown,unknown
916,unknown,unknown,unknown
905,unknown,unknown,unknown
945,unknown,unknown,unknown
977,unknown,unknown,unknown
917,unknown,unknown,unknown
947,unknown,unknown,unknown
927,unknown,unknown,unknown
918,unknown,unknown,unknown
936,unknown,unknown,unknown
941,unknown,unknown,unknown
938,unknown,unknown,unknown
967,unknown,unknown,unknown
994,unknown,unknown,unknown
970,unknown,unknown,unknown
939,unknown,unknown,unknown
978,unknown,unknown,unknown
960,unknown,unknown,unknown
964,unknown,unknown,unknown
961,unknown,unknown,unknown
950,unknown,unknown,unknown
956,unknown,unknown,unknown
973,unknown,unknown,unknown
965,unknown,unknown,unknown
992,unknown,unknown,unknown
972,unknown,unknown,unknown
991,unknown,unknown,unknown
999,unknown,unknown,unknown
1006,unknown,unknown,unknown
1008,unknown,unknown,unknown
1009,unknown,unknown,unknown
1005,unknown,unknown,unknown
1010,unknown,unknown,unknown
1011,unknown,unknown,unknown
1012,unknown,unknown,unknown
1013,unknown,unknown,unknown
1014,unknown,unknown,unknown
1015,unknown,unknown,unknown
1018,unknown,unknown,unknown
1019,unknown,unknown,unknown
1056,unknown,unknown,unknown
1053,unknown,unknown,unknown
1046,unknown,unknown,unknown
1048,unknown,unknown,unknown
1020,unknown,unknown,unknown
1091,unknown,unknown,unknown
1106,unknown,unknown,unknown
1095,unknown,unknown,unknown
1076,unknown,unknown,unknown
1082,unknown,unknown,unknown
1058,unknown,unknown,unknown
1022,unknown,unknown,unknown
1047,unknown,unknown,unknown
1023,unknown,unknown,unknown
1040,unknown,unknown,unknown
1074,unknown,unknown,unknown
1024,unknown,unknown,unknown
1115,unknown,unknown,unknown
1068,unknown,unknown,unknown
1026,unknown,unknown,unknown
1083,unknown,unknown,unknown
1118,unknown,unknown,unknown
1027,unknown,unknown,unknown
1108,unknown,unknown,unknown
1049,unknown,unknown,unknown
1028,unknown,unknown,unknown
1044,unknown,unknown,unknown
1084,unknown,unknown,unknown
1029,unknown,unknown,unknown
1128,unknown,unknown,unknown
1122,unknown,unknown,unknown
1098,unknown,unknown,unknown
1030,unknown,unknown,unknown
1041,unknown,unknown,unknown
1031,unknown,unknown,unknown
1039,unknown,unknown,unknown
1050,unknown,unknown,unknown
1059,unknown,unknown,unknown
1073,unknown,unknown,unknown
1055,unknown,unknown,unknown
1061,unknown,unknown,unknown
1096,unknown,unknown,unknown
1043,unknown,unknown,unknown
1033,unknown,unknown,unknown
1072,unknown,unknown,unknown
1081,unknown,unknown,unknown
1034,unknown,unknown,unknown
1035,unknown,unknown,unknown
1051,unknown,unknown,unknown
1037,unknown,unknown,unknown
1085,unknown,unknown,unknown
1063,unknown,unknown,unknown
1093,unknown,unknown,unknown
1045,unknown,unknown,unknown
1086,unknown,unknown,unknown
1089,unknown,unknown,unknown
1057,unknown,unknown,unknown
1109,unknown,unknown,unknown
1101,unknown,unknown,unknown
1099,unknown,unknown,unknown
1078,unknown,unknown,unknown
1088,unknown,unknown,unknown
1067,unknown,unknown,unknown
1052,unknown,unknown,unknown
1069,unknown,unknown,unknown
1097,unknown,unknown,unknown
1090,unknown,unknown,unknown
1112,unknown,unknown,unknown
1103,unknown,unknown,unknown
1092,unknown,unknown,unknown
1104,unknown,unknown,unknown
1094,unknown,unknown,unknown
1113,unknown,unknown,unknown
1125,unknown,unknown,unknown
1105,unknown,unknown,unknown
1102,unknown,unknown,unknown
1120,unknown,unknown,unknown
1114,unknown,unknown,unknown
1110,unknown,unknown,unknown
1107,unknown,unknown,unknown
1131,unknown,unknown,unknown
1111,unknown,unknown,unknown
1117,unknown,unknown,unknown
1121,unknown,unknown,unknown
1139,unknown,unknown,unknown
1123,unknown,unknown,unknown
1130,unknown,unknown,unknown
1135,unknown,unknown,unknown
1132,unknown,unknown,unknown
1133,unknown,unknown,unknown
1119,unknown,unknown,unknown
1124,unknown,unknown,unknown
1127,unknown,unknown,unknown
1141,unknown,unknown,unknown
1146,unknown,unknown,unknown
1179,unknown,unknown,unknown
1208,unknown,unknown,unknown
1183,unknown,unknown,unknown
1195,unknown,unknown,unknown
1162,unknown,unknown,unknown
1172,unknown,unknown,unknown
1180,unknown,unknown,unknown
1159,unknown,unknown,unknown
1149,unknown,unknown,unknown
1148,unknown,unknown,unknown
1175,unknown,unknown,unknown
1150,unknown,unknown,unknown
1151,unknown,unknown,unknown
1184,unknown,unknown,unknown
1192,unknown,unknown,unknown
1239,unknown,unknown,unknown
1207,unknown,unknown,unknown
1173,unknown,unknown,unknown
1153,unknown,unknown,unknown
1222,unknown,unknown,unknown
1199,unknown,unknown,unknown
1176,unknown,unknown,unknown
1157,unknown,unknown,unknown
1164,unknown,unknown,unknown
1167,unknown,unknown,unknown
1168,unknown,unknown,unknown
1154,unknown,unknown,unknown
1165,unknown,unknown,unknown
1178,unknown,unknown,unknown
1174,unknown,unknown,unknown
1155,unknown,unknown,unknown
1210,unknown,unknown,unknown
1188,unknown,unknown,unknown
1182,unknown,unknown,unknown
1161,unknown,unknown,unknown
1152,unknown,unknown,unknown
1156,unknown,unknown,unknown
1220,unknown,unknown,unknown
1170,unknown,unknown,unknown
1231,unknown,unknown,unknown
1142,unknown,unknown,unknown
1145,unknown,unknown,unknown
1158,unknown,unknown,unknown
1186,unknown,unknown,unknown
1189,unknown,unknown,unknown
1228,unknown,unknown,unknown
1163,unknown,unknown,unknown
1181,unknown,unknown,unknown
1202,unknown,unknown,unknown
1190,unknown,unknown,unknown
1147,unknown,unknown,unknown
1143,unknown,unknown,unknown
1166,unknown,unknown,unknown
1171,unknown,unknown,unknown
1169,unknown,unknown,unknown
1213,unknown,unknown,unknown
1198,unknown,unknown,unknown
1209,unknown,unknown,unknown
1206,unknown,unknown,unknown
1191,unknown,unknown,unknown
1233,unknown,unknown,unknown
1185,unknown,unknown,unknown
1187,unknown,unknown,unknown
1201,unknown,unknown,unknown
1200,unknown,unknown,unknown
1221,unknown,unknown,unknown
1196,unknown,unknown,unknown
1203,unknown,unknown,unknown
1194,unknown,unknown,unknown
1238,unknown,unknown,unknown
1237,unknown,unknown,unknown
1211,unknown,unknown,unknown
1205,unknown,unknown,unknown
1230,unknown,unknown,unknown
1215,unknown,unknown,unknown
1212,unknown,unknown,unknown
1214,unknown,unknown,unknown
1218,unknown,unknown,unknown
1240,unknown,unknown,unknown
1224,unknown,unknown,unknown
1243,unknown,unknown,unknown
1255,unknown,unknown,unknown
1247,unknown,unknown,unknown
1241,unknown,unknown,unknown
1249,unknown,unknown,unknown
1253,unknown,unknown,unknown
1250,unknown,unknown,unknown
1254,unknown,unknown,unknown
1257,unknown,unknown,unknown
1256,unknown,unknown,unknown
1258,unknown,unknown,unknown
1259,unknown,unknown,unknown
1260,unknown,unknown,unknown
1261,unknown,unknown,unknown
1262,unknown,unknown,unknown
1263,unknown,unknown,unknown
1265,unknown,unknown,unknown
1268,unknown,unknown,unknown
1269,unknown,unknown,unknown
1331,unknown,unknown,unknown
1309,unknown,unknown,unknown
1304,unknown,unknown,unknown
1327,unknown,unknown,unknown
1297,unknown,unknown,unknown
1316,unknown,unknown,unknown
1310,unknown,unknown,unknown
1272,unknown,unknown,unknown
1287,unknown,unknown,unknown
1368,unknown,unknown,unknown
1339,unknown,unknown,unknown
1311,unknown,unknown,unknown
1338,unknown,unknown,unknown
1305,unknown,unknown,unknown
1328,unknown,unknown,unknown
1289,unknown,unknown,unknown
1319,unknown,unknown,unknown
1345,unknown,unknown,unknown
1353,unknown,unknown,unknown
1343,unknown,unknown,unknown
1291,unknown,unknown,unknown
1275,unknown,unknown,unknown
1334,unknown,unknown,unknown
1313,unknown,unknown,unknown
1317,unknown,unknown,unknown
1276,unknown,unknown,unknown
1292,unknown,unknown,unknown
1280,unknown,unknown,unknown
1329,unknown,unknown,unknown
1321,unknown,unknown,unknown
1281,unknown,unknown,unknown
1300,unknown,unknown,unknown
1282,unknown,unknown,unknown
1293,unknown,unknown,unknown
1320,unknown,unknown,unknown
1301,unknown,unknown,unknown
1283,unknown,unknown,unknown
1314,unknown,unknown,unknown
1302,unknown,unknown,unknown
1284,unknown,unknown,unknown
1324,unknown,unknown,unknown
1294,unknown,unknown,unknown
1369,unknown,unknown,unknown
1306,unknown,unknown,unknown
1298,unknown,unknown,unknown
1295,unknown,unknown,unknown
1285,unknown,unknown,unknown
1286,unknown,unknown,unknown
1348,unknown,unknown,unknown
1335,unknown,unknown,unknown
1307,unknown,unknown,unknown
1296,unknown,unknown,unknown
1315,unknown,unknown,unknown
1346,unknown,unknown,unknown
1308,unknown,unknown,unknown
1360,unknown,unknown,unknown
1303,unknown,unknown,unknown
1323,unknown,unknown,unknown
1299,unknown,unknown,unknown
1340,unknown,unknown,unknown
1330,unknown,unknown,unknown
1349,unknown,unknown,unknown
1312,unknown,unknown,unknown
1342,unknown,unknown,unknown
1332,unknown,unknown,unknown
1336,unknown,unknown,unknown
1326,unknown,unknown,unknown
1278,unknown,unknown,unknown
1354,unknown,unknown,unknown
1333,unknown,unknown,unknown
1350,unknown,unknown,unknown
1347,unknown,unknown,unknown
1355,unknown,unknown,unknown
1351,unknown,unknown,unknown
1362,unknown,unknown,unknown
1370,unknown,unknown,unknown
1371,unknown,unknown,unknown
1375,unknown,unknown,unknown
1377,unknown,unknown,unknown
1376,unknown,unknown,unknown
1385,unknown,unknown,unknown
1383,unknown,unknown,unknown
1386,unknown,unknown,unknown
1388,unknown,unknown,unknown
1389,unknown,unknown,unknown
1391,unknown,unknown,unknown
1392,unknown,unknown,unknown
1393,unknown,unknown,unknown
1395,unknown,unknown,unknown
1396,unknown,unknown,unknown
1397,unknown,unknown,unknown
1421,unknown,unknown,unknown
1476,unknown,unknown,unknown
1398,unknown,unknown,unknown
1452,unknown,unknown,unknown
1426,unknown,unknown,unknown
1412,unknown,unknown,unknown
1441,unknown,unknown,unknown
1399,unknown,unknown,unknown
1413,unknown,unknown,unknown
1437,unknown,unknown,unknown
1422,unknown,unknown,unknown
1442,unknown,unknown,unknown
1438,unknown,unknown,unknown
1423,unknown,unknown,unknown
1492,unknown,unknown,unknown
1453,unknown,unknown,unknown
1481,unknown,unknown,unknown
1439,unknown,unknown,unknown
1430,unknown,unknown,unknown
1462,unknown,unknown,unknown
1454,unknown,unknown,unknown
1431,unknown,unknown,unknown
1424,unknown,unknown,unknown
1490,unknown,unknown,unknown
1485,unknown,unknown,unknown
1446,unknown,unknown,unknown
1443,unknown,unknown,unknown
1417,unknown,unknown,unknown
1457,unknown,unknown,unknown
1408,unknown,unknown,unknown
1429,unknown,unknown,unknown
1486,unknown,unknown,unknown
1447,unknown,unknown,unknown
1409,unknown,unknown,unknown
1433,unknown,unknown,unknown
1410,unknown,unknown,unknown
1419,unknown,unknown,unknown
1411,unknown,unknown,unknown
1458,unknown,unknown,unknown
1435,unknown,unknown,unknown
1444,unknown,unknown,unknown
1420,unknown,unknown,unknown
1474,unknown,unknown,unknown
1427,unknown,unknown,unknown
1445,unknown,unknown,unknown
1468,unknown,unknown,unknown
1459,unknown,unknown,unknown
1436,unknown,unknown,unknown
1480,unknown,unknown,unknown
1464,unknown,unknown,unknown
1449,unknown,unknown,unknown
1460,unknown,unknown,unknown
1440,unknown,unknown,unknown
1487,unknown,unknown,unknown
1451,unknown,unknown,unknown
1456,unknown,unknown,unknown
1473,unknown,unknown,unknown
1479,unknown,unknown,unknown
1491,unknown,unknown,unknown
1467,unknown,unknown,unknown
1488,unknown,unknown,unknown
1506,unknown,unknown,unknown
1482,unknown,unknown,unknown
1489,unknown,unknown,unknown
1494,unknown,unknown,unknown
1500,unknown,unknown,unknown
1502,unknown,unknown,unknown
1507,unknown,unknown,unknown
1503,unknown,unknown,unknown
1512,unknown,unknown,unknown
1516,unknown,unknown,unknown
1521,unknown,unknown,unknown
1522,unknown,unknown,unknown
1610,unknown,unknown,unknown
1534,unknown,unknown,unknown
1607,unknown,unknown,unknown
1613,unknown,unknown,unknown
1556,unknown,unknown,unknown
1540,unknown,unknown,unknown
1619,unknown,unknown,unknown
1576,unknown,unknown,unknown
1544,unknown,unknown,unknown
1608,unknown,unknown,unknown
1569,unknown,unknown,unknown
1533,unknown,unknown,unknown
1582,unknown,unknown,unknown
1564,unknown,unknown,unknown
1541,unknown,unknown,unknown
1571,unknown,unknown,unknown
1616,unknown,unknown,unknown
1563,unknown,unknown,unknown
1547,unknown,unknown,unknown
1535,unknown,unknown,unknown
1548,unknown,unknown,unknown
1603,unknown,unknown,unknown
1527,unknown,unknown,unknown
1528,unknown,unknown,unknown
1583,unknown,unknown,unknown
1589,unknown,unknown,unknown
1554,unknown,unknown,unknown
1530,unknown,unknown,unknown
1570,unknown,unknown,unknown
1542,unknown,unknown,unknown
1531,unknown,unknown,unknown
